Date, Time, AQI, Temperature (C), Humidity (%), Pressure (mb), Temperature before correction (C), Humidity before correction (%)
2022/12/01, 17:01:54, 34.64, 20.89, 38.60, 997.73, 26.61, 29.78
2022/12/01, 17:01:57, 31.00, 20.90, 38.51, 997.77, 26.62, 29.68
2022/12/01, 17:02:00, 31.70, 20.91, 38.44, 997.73, 26.63, 29.60
2022/12/01, 17:02:03, 32.17, 20.91, 38.37, 997.73, 26.63, 29.53
2022/12/01, 17:02:06, 31.53, 20.93, 38.32, 997.73, 26.65, 29.47
2022/12/01, 17:02:09, 29.00, 20.94, 38.26, 997.77, 26.66, 29.41
2022/12/01, 17:02:12, 29.98, 20.95, 38.17, 997.79, 26.67, 29.31
2022/12/01, 17:02:15, 27.17, 20.96, 38.09, 997.75, 26.68, 29.22
2022/12/01, 17:02:18, 27.69, 20.98, 38.00, 997.77, 26.70, 29.12
2022/12/01, 17:02:21, 25.00, 20.99, 37.97, 997.77, 26.71, 29.09
2022/12/01, 17:02:24, 24.70, 21.00, 37.94, 997.77, 26.72, 29.06
2022/12/01, 17:02:27, 24.39, 21.01, 37.94, 997.77, 26.73, 29.05
2022/12/01, 17:02:30, 24.34, 21.01, 37.97, 997.75, 26.73, 29.09
2022/12/01, 17:02:33, 25.00, 21.03, 38.00, 997.73, 26.75, 29.12
2022/12/01, 17:02:36, 25.99, 21.03, 38.09, 997.75, 26.75, 29.22
2022/12/01, 17:02:39, 25.00, 21.05, 38.13, 997.77, 26.77, 29.26
2022/12/01, 17:02:42, 26.82, 21.06, 38.04, 997.75, 26.78, 29.17
2022/12/01, 17:02:45, 27.17, 21.07, 38.02, 997.81, 26.79, 29.14
2022/12/01, 17:02:48, 28.14, 21.08, 38.09, 997.79, 26.80, 29.22
2022/12/01, 17:02:51, 31.55, 21.09, 38.18, 997.81, 26.81, 29.32
2022/12/01, 17:02:54, 34.16, 21.10, 38.31, 997.79, 26.82, 29.46
2022/12/01, 17:02:57, 32.17, 21.11, 38.36, 997.79, 26.83, 29.51
2022/12/01, 17:03:00, 29.47, 21.13, 38.29, 997.79, 26.85, 29.44
2022/12/01, 17:03:03, 26.10, 21.14, 38.18, 997.79, 26.86, 29.32
2022/12/01, 17:03:06, 26.52, 21.14, 38.09, 997.79, 26.86, 29.22
2022/12/01, 17:03:09, 25.91, 21.15, 38.03, 997.79, 26.87, 29.15
2022/12/01, 17:03:12, 25.22, 21.17, 37.94, 997.79, 26.89, 29.06
2022/12/01, 17:03:15, 25.34, 21.19, 37.88, 997.79, 26.91, 28.99
2022/12/01, 17:03:18, 25.25, 21.19, 37.81, 997.83, 26.91, 28.91
2022/12/01, 17:03:21, 25.31, 21.21, 37.70, 997.75, 26.93, 28.79
2022/12/01, 17:03:24, 25.00, 21.22, 37.67, 997.81, 26.94, 28.76
2022/12/01, 17:03:27, 27.93, 21.22, 37.78, 997.77, 26.94, 28.88
2022/12/01, 17:03:30, 28.21, 21.22, 37.96, 997.77, 26.94, 29.08
2022/12/01, 17:03:33, 32.18, 21.23, 38.16, 997.79, 26.95, 29.30
2022/12/01, 17:03:36, 34.38, 21.25, 38.38, 997.79, 26.97, 29.54
2022/12/01, 17:03:39, 29.95, 21.25, 38.45, 997.79, 26.97, 29.61
2022/12/01, 17:03:42, 26.63, 21.27, 38.22, 997.81, 26.99, 29.36
2022/12/01, 17:03:45, 28.47, 21.28, 38.12, 997.79, 27.00, 29.25
2022/12/01, 17:03:48, 26.35, 21.30, 38.27, 997.79, 27.02, 29.42
2022/12/01, 17:03:51, 27.94, 21.31, 38.48, 997.81, 27.03, 29.64
2022/12/01, 17:03:54, 25.93, 21.32, 38.58, 997.81, 27.04, 29.75
2022/12/01, 17:03:57, 25.00, 21.33, 38.53, 997.81, 27.05, 29.70
2022/12/01, 17:04:00, 24.40, 21.33, 38.45, 997.81, 27.05, 29.61
2022/12/01, 17:04:03, 23.82, 21.33, 38.14, 997.79, 27.05, 29.27
2022/12/01, 17:04:06, 17.58, 21.33, 37.48, 997.81, 27.05, 28.54
2022/12/01, 17:04:09, 14.83, 21.34, 36.88, 997.79, 27.06, 27.87
2022/12/01, 17:04:12, 12.40, 21.35, 36.40, 997.81, 27.07, 27.33
2022/12/01, 17:04:15, 10.34, 21.36, 36.14, 997.79, 27.08, 27.03
2022/12/01, 17:04:18, 10.69, 21.38, 35.90, 997.81, 27.10, 26.75
2022/12/01, 17:04:21, 10.67, 21.39, 35.65, 997.83, 27.11, 26.45
2022/12/01, 17:04:24, 11.94, 21.41, 35.42, 997.83, 27.13, 26.19
2022/12/01, 17:04:27, 14.76, 21.42, 35.22, 997.83, 27.14, 25.95
2022/12/01, 17:04:30, 19.05, 21.43, 35.19, 997.83, 27.15, 25.91
2022/12/01, 17:04:33, 23.62, 21.45, 35.37, 997.83, 27.17, 26.12
2022/12/01, 17:04:36, 28.65, 21.45, 35.71, 997.83, 27.17, 26.53
2022/12/01, 17:04:39, 34.17, 21.46, 36.09, 997.83, 27.18, 26.97
2022/12/01, 17:04:42, 36.32, 21.47, 36.38, 997.81, 27.19, 27.30
2022/12/01, 17:04:45, 38.42, 21.48, 36.49, 997.79, 27.20, 27.43
2022/12/01, 17:04:48, 39.83, 21.49, 36.40, 997.83, 27.21, 27.33
2022/12/01, 17:04:51, 39.40, 21.51, 36.40, 997.85, 27.23, 27.32
2022/12/01, 17:04:54, 40.10, 21.53, 36.40, 997.87, 27.25, 27.33
2022/12/01, 17:04:57, 42.18, 21.54, 36.44, 997.85, 27.26, 27.37
2022/12/01, 17:05:00, 43.37, 21.55, 36.45, 997.85, 27.27, 27.38
2022/12/01, 17:05:03, 45.48, 21.56, 36.45, 997.85, 27.28, 27.38
2022/12/01, 17:05:06, 46.68, 21.58, 36.44, 997.85, 27.30, 27.37
2022/12/01, 17:05:09, 48.46, 21.59, 36.44, 997.87, 27.31, 27.37
2022/12/01, 17:05:12, 50.05, 21.60, 36.43, 997.85, 27.32, 27.36
2022/12/01, 17:05:15, 53.33, 21.61, 36.40, 997.85, 27.33, 27.33
2022/12/01, 17:05:18, 53.20, 21.63, 36.40, 997.87, 27.35, 27.32
2022/12/01, 17:05:21, 51.87, 21.64, 36.42, 997.83, 27.36, 27.35
2022/12/01, 17:05:24, 52.16, 21.66, 36.41, 997.85, 27.38, 27.34
2022/12/01, 17:05:27, 52.00, 21.67, 36.45, 997.89, 27.39, 27.38
2022/12/01, 17:05:30, 52.16, 21.69, 36.43, 997.91, 27.41, 27.36
2022/12/01, 17:05:33, 55.85, 21.70, 36.44, 997.89, 27.42, 27.37
2022/12/01, 17:05:36, 55.09, 21.71, 36.41, 997.89, 27.43, 27.34
2022/12/01, 17:05:39, 56.76, 21.72, 36.35, 997.87, 27.44, 27.27
2022/12/01, 17:05:42, 58.50, 21.74, 36.33, 997.87, 27.46, 27.24
2022/12/01, 17:05:45, 59.97, 21.75, 36.34, 997.89, 27.47, 27.26
2022/12/01, 17:05:48, 61.88, 21.76, 36.34, 997.87, 27.48, 27.25
2022/12/01, 17:05:51, 62.33, 21.78, 36.27, 997.87, 27.50, 27.18
2022/12/01, 17:05:54, 63.16, 21.80, 36.30, 997.87, 27.52, 27.21
2022/12/01, 17:05:57, 67.46, 21.78, 36.62, 997.87, 27.50, 27.58
2022/12/01, 17:06:00, 68.04, 21.74, 37.01, 997.85, 27.46, 28.02
2022/12/01, 17:06:03, 69.72, 21.73, 37.20, 997.91, 27.45, 28.23
2022/12/01, 17:06:06, 70.19, 21.71, 37.48, 997.91, 27.43, 28.55
2022/12/01, 17:06:09, 72.03, 21.70, 37.61, 997.89, 27.42, 28.69
2022/12/01, 17:06:12, 73.86, 21.70, 37.90, 997.89, 27.42, 29.01
2022/12/01, 17:06:15, 73.19, 21.68, 38.28, 997.91, 27.40, 29.43
2022/12/01, 17:06:18, 73.10, 21.65, 38.46, 997.89, 27.37, 29.62
2022/12/01, 17:06:21, 71.43, 21.64, 38.52, 997.87, 27.36, 29.69
2022/12/01, 17:06:24, 67.75, 21.64, 38.59, 997.89, 27.36, 29.76
2022/12/01, 17:06:27, 67.00, 21.64, 38.52, 997.89, 27.36, 29.69
2022/12/01, 17:06:30, 63.56, 21.65, 38.29, 997.91, 27.37, 29.44
2022/12/01, 17:06:33, 63.48, 21.64, 38.23, 997.87, 27.36, 29.37
2022/12/01, 17:06:36, 64.70, 21.65, 38.23, 997.89, 27.37, 29.37
2022/12/01, 17:06:39, 63.07, 21.65, 38.24, 997.87, 27.37, 29.38
2022/12/01, 17:06:42, 64.56, 21.65, 38.16, 997.89, 27.37, 29.30
2022/12/01, 17:06:45, 65.74, 21.66, 38.18, 997.89, 27.38, 29.32
2022/12/01, 17:06:48, 66.72, 21.66, 38.22, 997.89, 27.38, 29.36
2022/12/01, 17:06:51, 66.88, 21.66, 38.33, 997.87, 27.38, 29.48
2022/12/01, 17:06:54, 68.17, 21.66, 38.44, 997.87, 27.38, 29.60
2022/12/01, 17:06:57, 67.89, 21.66, 38.57, 997.89, 27.38, 29.74
2022/12/01, 17:07:00, 64.49, 21.67, 38.45, 997.95, 27.39, 29.61
2022/12/01, 17:07:03, 60.99, 21.68, 38.36, 997.91, 27.40, 29.51
2022/12/01, 17:07:06, 60.63, 21.70, 38.26, 997.91, 27.42, 29.41
2022/12/01, 17:07:09, 59.44, 21.72, 38.26, 997.89, 27.44, 29.41
2022/12/01, 17:07:12, 56.75, 21.75, 38.26, 997.91, 27.47, 29.41
2022/12/01, 17:07:15, 57.35, 21.77, 38.32, 997.91, 27.49, 29.47
2022/12/01, 17:07:18, 57.92, 21.79, 38.34, 997.89, 27.51, 29.49
2022/12/01, 17:07:21, 58.38, 21.82, 38.39, 997.89, 27.54, 29.55
2022/12/01, 17:07:24, 57.08, 21.84, 38.41, 997.93, 27.56, 29.57
2022/12/01, 17:07:27, 57.38, 21.87, 38.46, 997.95, 27.59, 29.62
2022/12/01, 17:07:30, 57.42, 21.88, 38.50, 997.91, 27.60, 29.67
2022/12/01, 17:07:33, 57.67, 21.89, 38.46, 997.93, 27.61, 29.62
2022/12/01, 17:07:36, 57.16, 21.86, 38.39, 997.91, 27.58, 29.55
2022/12/01, 17:07:39, 56.63, 21.86, 38.33, 997.91, 27.58, 29.48
2022/12/01, 17:07:42, 52.47, 21.85, 38.42, 997.91, 27.57, 29.58
2022/12/01, 17:07:45, 52.13, 21.83, 38.36, 997.89, 27.55, 29.51
2022/12/01, 17:07:48, 51.28, 21.81, 38.31, 997.89, 27.53, 29.46
2022/12/01, 17:07:51, 51.53, 21.79, 38.28, 997.89, 27.51, 29.43
2022/12/01, 17:07:54, 48.58, 21.78, 38.18, 997.87, 27.50, 29.32
2022/12/01, 17:07:57, 47.82, 21.78, 38.05, 997.89, 27.50, 29.18
2022/12/01, 17:08:00, 44.44, 21.76, 38.05, 997.87, 27.48, 29.18
2022/12/01, 17:08:03, 42.93, 21.76, 38.08, 997.87, 27.48, 29.21
2022/12/01, 17:08:06, 41.64, 21.75, 38.07, 997.87, 27.47, 29.20
2022/12/01, 17:08:09, 41.72, 21.75, 38.00, 997.87, 27.47, 29.12
2022/12/01, 17:08:12, 41.00, 21.75, 37.94, 997.91, 27.47, 29.06
2022/12/01, 17:08:15, 39.25, 21.75, 37.83, 997.89, 27.47, 28.93
2022/12/01, 17:08:18, 35.53, 21.73, 37.65, 997.89, 27.45, 28.73
2022/12/01, 17:08:21, 35.53, 21.74, 37.40, 997.89, 27.46, 28.46
2022/12/01, 17:08:24, 35.97, 21.73, 37.30, 997.89, 27.45, 28.34
2022/12/01, 17:08:27, 36.57, 21.73, 37.29, 997.91, 27.45, 28.33
2022/12/01, 17:08:30, 37.28, 21.72, 37.31, 997.87, 27.44, 28.35
2022/12/01, 17:08:33, 36.07, 21.71, 37.26, 997.87, 27.43, 28.30
2022/12/01, 17:08:36, 33.54, 21.72, 37.16, 997.89, 27.44, 28.19
2022/12/01, 17:08:39, 33.01, 21.72, 37.14, 997.89, 27.44, 28.17
2022/12/01, 17:08:42, 33.03, 21.71, 37.12, 997.89, 27.43, 28.14
2022/12/01, 17:08:45, 34.23, 21.71, 37.11, 997.87, 27.43, 28.13
2022/12/01, 17:08:48, 35.02, 21.72, 37.09, 997.87, 27.44, 28.11
2022/12/01, 17:08:51, 35.26, 21.72, 37.08, 997.89, 27.44, 28.10
2022/12/01, 17:08:54, 38.62, 21.71, 37.13, 997.87, 27.43, 28.15
2022/12/01, 17:08:57, 39.95, 21.71, 37.14, 997.87, 27.43, 28.17
2022/12/01, 17:09:00, 40.49, 21.72, 37.13, 997.89, 27.44, 28.15
2022/12/01, 17:09:03, 41.65, 21.72, 37.14, 997.87, 27.44, 28.16
2022/12/01, 17:09:06, 44.18, 21.72, 37.09, 997.85, 27.44, 28.11
2022/12/01, 17:09:09, 41.43, 21.72, 37.07, 997.83, 27.44, 28.09
2022/12/01, 17:09:12, 43.87, 21.72, 37.08, 997.83, 27.44, 28.10
2022/12/01, 17:09:15, 46.67, 21.72, 37.05, 997.85, 27.44, 28.06
2022/12/01, 17:09:18, 48.99, 21.73, 37.09, 997.87, 27.45, 28.11
2022/12/01, 17:09:21, 49.85, 21.74, 37.07, 997.87, 27.46, 28.09
2022/12/01, 17:09:24, 49.23, 21.75, 36.98, 997.87, 27.47, 27.99
2022/12/01, 17:09:27, 49.59, 21.75, 36.97, 997.87, 27.47, 27.97
2022/12/01, 17:09:30, 50.04, 21.75, 36.96, 997.89, 27.47, 27.96
2022/12/01, 17:09:33, 50.23, 21.76, 36.93, 997.87, 27.48, 27.93
2022/12/01, 17:09:36, 51.11, 21.76, 36.94, 997.87, 27.48, 27.94
2022/12/01, 17:09:39, 51.44, 21.77, 37.00, 997.89, 27.49, 28.01
2022/12/01, 17:09:42, 51.33, 21.78, 37.08, 997.89, 27.50, 28.10
2022/12/01, 17:09:45, 52.70, 21.79, 37.13, 997.89, 27.51, 28.15
2022/12/01, 17:09:48, 52.80, 21.80, 37.11, 997.89, 27.52, 28.13
2022/12/01, 17:09:51, 56.41, 21.79, 37.14, 997.85, 27.51, 28.17
2022/12/01, 17:09:54, 57.62, 21.80, 37.22, 997.85, 27.52, 28.25
2022/12/01, 17:09:57, 55.09, 21.80, 37.12, 997.85, 27.52, 28.14
2022/12/01, 17:10:00, 53.71, 21.82, 36.86, 997.85, 27.54, 27.85
2022/12/01, 17:10:03, 54.07, 21.84, 36.63, 997.89, 27.56, 27.59
2022/12/01, 17:10:06, 53.06, 21.85, 36.43, 997.91, 27.57, 27.36
2022/12/01, 17:10:09, 53.14, 21.87, 36.26, 997.89, 27.59, 27.16
2022/12/01, 17:10:12, 50.73, 21.90, 36.08, 997.87, 27.62, 26.96
2022/12/01, 17:10:15, 51.09, 21.91, 35.96, 997.89, 27.63, 26.82
2022/12/01, 17:10:18, 53.36, 21.93, 35.85, 997.89, 27.65, 26.69
2022/12/01, 17:10:21, 53.52, 21.95, 35.83, 997.89, 27.67, 26.67
2022/12/01, 17:10:24, 52.56, 21.97, 35.78, 997.91, 27.69, 26.61
2022/12/01, 17:10:27, 51.73, 21.98, 35.75, 997.91, 27.70, 26.57
2022/12/01, 17:10:30, 49.05, 21.99, 35.79, 997.87, 27.71, 26.62
2022/12/01, 17:10:33, 52.28, 22.00, 35.46, 997.87, 27.72, 26.23
2022/12/01, 17:10:36, 56.87, 22.03, 35.69, 997.87, 27.75, 26.50
2022/12/01, 17:10:39, 60.58, 22.04, 35.71, 997.85, 27.76, 26.53
2022/12/01, 17:10:42, 65.17, 22.07, 35.85, 997.85, 27.79, 26.69
2022/12/01, 17:10:45, 70.48, 22.09, 36.05, 997.89, 27.81, 26.92
2022/12/01, 17:10:48, 69.16, 22.10, 35.91, 997.89, 27.82, 26.76
2022/12/01, 17:10:51, 66.06, 22.12, 35.49, 997.95, 27.84, 26.27
2022/12/01, 17:10:54, 65.35, 22.15, 35.32, 997.93, 27.87, 26.07
2022/12/01, 17:10:57, 65.71, 22.17, 35.18, 997.91, 27.89, 25.90
2022/12/01, 17:11:00, 64.65, 22.18, 35.12, 997.91, 27.90, 25.83
2022/12/01, 17:11:03, 64.40, 22.21, 35.03, 997.93, 27.93, 25.72
2022/12/01, 17:11:06, 62.87, 22.22, 35.00, 997.91, 27.94, 25.69
2022/12/01, 17:11:09, 63.68, 22.25, 34.97, 997.93, 27.97, 25.65
2022/12/01, 17:11:12, 65.80, 22.28, 34.94, 997.95, 28.00, 25.61
2022/12/01, 17:11:15, 68.48, 22.29, 34.94, 997.97, 28.01, 25.62
2022/12/01, 17:11:18, 68.20, 22.31, 34.96, 997.97, 28.03, 25.64
2022/12/01, 17:11:21, 69.79, 22.34, 34.93, 997.99, 28.06, 25.60
2022/12/01, 17:11:24, 68.45, 22.35, 34.93, 997.97, 28.07, 25.60
2022/12/01, 17:11:27, 70.24, 22.37, 34.89, 997.93, 28.09, 25.55
2022/12/01, 17:11:30, 69.56, 22.40, 34.88, 997.91, 28.12, 25.54
2022/12/01, 17:11:33, 69.11, 22.41, 34.84, 997.93, 28.13, 25.49
2022/12/01, 17:11:36, 68.37, 22.44, 34.82, 997.95, 28.16, 25.47
2022/12/01, 17:11:39, 71.92, 22.46, 34.84, 997.91, 28.18, 25.49
2022/12/01, 17:11:42, 72.71, 22.47, 34.86, 997.93, 28.19, 25.52
2022/12/01, 17:11:45, 71.93, 22.50, 34.81, 997.93, 28.22, 25.46
2022/12/01, 17:11:48, 74.63, 22.51, 34.77, 997.93, 28.23, 25.41
2022/12/01, 17:11:51, 74.50, 22.53, 34.78, 997.91, 28.25, 25.42
2022/12/01, 17:11:54, 75.08, 22.55, 34.80, 997.93, 28.27, 25.45
2022/12/01, 17:11:57, 75.78, 22.57, 34.84, 997.95, 28.29, 25.49
2022/12/01, 17:12:00, 78.34, 22.59, 34.87, 997.93, 28.31, 25.53
2022/12/01, 17:12:03, 79.74, 22.62, 34.89, 997.97, 28.34, 25.56
2022/12/01, 17:12:06, 80.09, 22.64, 34.89, 997.95, 28.36, 25.56
2022/12/01, 17:12:09, 82.11, 22.65, 34.90, 997.93, 28.37, 25.57
2022/12/01, 17:12:12, 82.90, 22.67, 34.88, 997.95, 28.39, 25.54
2022/12/01, 17:12:15, 81.92, 22.69, 34.88, 997.93, 28.41, 25.54
2022/12/01, 17:12:18, 82.38, 22.71, 34.88, 997.95, 28.43, 25.54
2022/12/01, 17:12:21, 82.37, 22.73, 34.86, 997.95, 28.45, 25.52
2022/12/01, 17:12:24, 82.64, 22.74, 34.85, 997.95, 28.46, 25.51
2022/12/01, 17:12:27, 82.80, 22.76, 34.84, 997.93, 28.48, 25.49
2022/12/01, 17:12:30, 83.41, 22.79, 34.83, 997.95, 28.51, 25.48
2022/12/01, 17:12:33, 83.78, 22.80, 34.83, 997.95, 28.52, 25.48
2022/12/01, 17:12:36, 81.53, 22.82, 34.84, 997.91, 28.54, 25.50
2022/12/01, 17:12:39, 83.15, 22.84, 34.85, 997.91, 28.56, 25.51
2022/12/01, 17:12:42, 84.11, 22.86, 34.87, 997.89, 28.58, 25.53
2022/12/01, 17:12:45, 84.36, 22.88, 34.86, 997.93, 28.60, 25.52
2022/12/01, 17:12:48, 85.35, 22.89, 34.84, 997.93, 28.61, 25.50
2022/12/01, 17:12:51, 86.84, 22.91, 34.82, 997.93, 28.63, 25.47
2022/12/01, 17:12:54, 87.15, 22.94, 34.79, 997.93, 28.66, 25.44
2022/12/01, 17:12:57, 86.07, 22.95, 34.81, 997.95, 28.67, 25.46
2022/12/01, 17:13:00, 84.20, 22.95, 34.74, 997.97, 28.67, 25.38
2022/12/01, 17:13:03, 85.39, 22.97, 34.95, 997.93, 28.69, 25.63
2022/12/01, 17:13:06, 84.06, 23.00, 35.02, 997.81, 28.72, 25.71
2022/12/01, 17:13:09, 87.07, 23.03, 34.97, 997.89, 28.75, 25.65
2022/12/01, 17:13:12, 88.04, 23.04, 35.14, 997.85, 28.76, 25.85
2022/12/01, 17:13:15, 90.03, 23.07, 35.19, 997.85, 28.79, 25.91
2022/12/01, 17:13:18, 91.32, 23.10, 35.19, 997.87, 28.82, 25.91
2022/12/01, 17:13:21, 92.13, 23.13, 35.17, 997.87, 28.85, 25.89
2022/12/01, 17:13:24, 94.00, 23.16, 35.19, 997.85, 28.88, 25.91
2022/12/01, 17:13:27, 92.71, 23.17, 35.16, 997.89, 28.89, 25.88
2022/12/01, 17:13:30, 90.27, 23.18, 34.89, 997.87, 28.90, 25.55
2022/12/01, 17:13:33, 86.92, 23.20, 34.57, 997.91, 28.92, 25.17
2022/12/01, 17:13:36, 84.20, 23.22, 34.45, 997.89, 28.94, 25.03
2022/12/01, 17:13:39, 83.82, 23.24, 34.45, 997.91, 28.96, 25.03
2022/12/01, 17:13:42, 80.89, 23.26, 34.45, 997.89, 28.98, 25.02
2022/12/01, 17:13:45, 79.18, 23.28, 34.43, 997.89, 29.00, 25.00
2022/12/01, 17:13:48, 75.40, 23.30, 34.39, 997.85, 29.02, 24.95
2022/12/01, 17:13:51, 74.97, 23.31, 34.35, 997.91, 29.03, 24.90
2022/12/01, 17:13:54, 72.97, 23.32, 34.33, 997.91, 29.04, 24.88
2022/12/01, 17:13:57, 74.34, 23.33, 34.31, 997.91, 29.05, 24.86
2022/12/01, 17:14:00, 73.78, 23.34, 34.35, 997.87, 29.06, 24.90
2022/12/01, 17:14:03, 74.06, 23.36, 34.31, 997.89, 29.08, 24.85
2022/12/01, 17:14:06, 74.91, 23.37, 34.29, 997.87, 29.09, 24.83
2022/12/01, 17:14:09, 76.36, 23.38, 34.31, 997.85, 29.10, 24.86
2022/12/01, 17:14:12, 76.69, 23.38, 34.39, 997.85, 29.10, 24.95
2022/12/01, 17:14:15, 76.38, 23.39, 34.34, 997.81, 29.11, 24.89
2022/12/01, 17:14:18, 75.72, 23.40, 34.26, 997.87, 29.12, 24.79
2022/12/01, 17:14:21, 77.24, 23.41, 34.17, 997.85, 29.13, 24.69
2022/12/01, 17:14:24, 77.25, 23.43, 34.26, 997.85, 29.15, 24.80
2022/12/01, 17:14:27, 76.25, 23.44, 34.32, 997.87, 29.16, 24.87
2022/12/01, 17:14:30, 76.90, 23.45, 34.38, 997.87, 29.17, 24.94
2022/12/01, 17:14:33, 78.96, 23.46, 34.42, 997.89, 29.18, 24.99
2022/12/01, 17:14:36, 79.93, 23.47, 34.46, 997.87, 29.19, 25.04
2022/12/01, 17:14:39, 80.73, 23.48, 34.48, 997.89, 29.20, 25.06
2022/12/01, 17:14:42, 81.53, 23.49, 34.44, 997.85, 29.21, 25.01
2022/12/01, 17:14:45, 82.83, 23.50, 34.45, 997.87, 29.22, 25.03
2022/12/01, 17:14:48, 82.91, 23.52, 34.50, 997.87, 29.24, 25.08
2022/12/01, 17:14:51, 82.76, 23.53, 34.52, 997.85, 29.25, 25.11
2022/12/01, 17:14:54, 83.16, 23.54, 34.49, 997.89, 29.26, 25.07
2022/12/01, 17:14:57, 84.43, 23.54, 34.52, 997.87, 29.26, 25.11
2022/12/01, 17:15:00, 84.54, 23.56, 34.52, 997.87, 29.28, 25.11
2022/12/01, 17:15:03, 85.65, 23.57, 34.51, 997.85, 29.29, 25.10
2022/12/01, 17:15:06, 86.31, 23.59, 34.46, 997.87, 29.31, 25.04
2022/12/01, 17:15:09, 86.63, 23.59, 34.49, 997.85, 29.31, 25.07
2022/12/01, 17:15:12, 85.49, 23.60, 34.51, 997.87, 29.32, 25.10
2022/12/01, 17:15:15, 82.64, 23.61, 34.43, 997.85, 29.33, 25.00
2022/12/01, 17:15:18, 82.29, 23.62, 34.45, 997.85, 29.34, 25.03
2022/12/01, 17:15:21, 78.63, 23.62, 34.50, 997.85, 29.34, 25.09
2022/12/01, 17:15:24, 80.94, 23.64, 34.50, 997.87, 29.36, 25.08
2022/12/01, 17:15:27, 81.17, 23.65, 34.36, 997.83, 29.37, 24.92
2022/12/01, 17:15:30, 82.10, 23.65, 34.25, 997.83, 29.37, 24.78
2022/12/01, 17:15:33, 84.36, 23.66, 34.31, 997.87, 29.38, 24.86
2022/12/01, 17:15:36, 81.58, 23.66, 34.42, 997.79, 29.38, 24.99
2022/12/01, 17:15:39, 77.79, 23.65, 34.16, 997.75, 29.37, 24.67
2022/12/01, 17:15:42, 73.37, 23.64, 33.92, 997.75, 29.36, 24.38
2022/12/01, 17:15:45, 73.47, 23.61, 33.84, 997.77, 29.33, 24.28
2022/12/01, 17:15:48, 77.48, 23.56, 34.17, 997.73, 29.28, 24.69
2022/12/01, 17:15:51, 84.52, 23.51, 34.53, 997.75, 29.23, 25.12
2022/12/01, 17:15:54, 85.56, 23.46, 34.61, 997.67, 29.18, 25.22
2022/12/01, 17:15:57, 81.04, 23.42, 34.02, 997.56, 29.14, 24.50
2022/12/01, 17:16:00, 77.30, 23.39, 33.47, 997.39, 29.11, 23.82
2022/12/01, 17:16:03, 72.30, 23.35, 33.09, 997.33, 29.07, 23.34
2022/12/01, 17:16:06, 68.69, 23.35, 32.80, 997.33, 29.07, 22.97
2022/12/01, 17:16:09, 69.54, 23.34, 32.94, 997.35, 29.06, 23.16
2022/12/01, 17:16:12, 69.81, 23.31, 33.10, 997.33, 29.03, 23.35
2022/12/01, 17:16:15, 72.48, 23.28, 33.15, 997.33, 29.00, 23.42
2022/12/01, 17:16:18, 73.95, 23.23, 33.13, 997.37, 28.95, 23.40
2022/12/01, 17:16:21, 75.25, 23.18, 33.10, 997.41, 28.90, 23.36
2022/12/01, 17:16:24, 77.04, 23.14, 33.06, 997.37, 28.86, 23.31
2022/12/01, 17:16:27, 77.07, 23.09, 33.04, 997.39, 28.81, 23.28
2022/12/01, 17:16:30, 79.65, 23.05, 33.08, 997.41, 28.77, 23.33
2022/12/01, 17:16:33, 81.50, 23.00, 33.16, 997.37, 28.72, 23.43
2022/12/01, 17:16:36, 85.49, 22.96, 33.24, 997.39, 28.68, 23.53
2022/12/01, 17:16:39, 86.43, 22.92, 33.28, 997.39, 28.64, 23.58
2022/12/01, 17:16:42, 90.09, 22.88, 33.32, 997.39, 28.60, 23.63
2022/12/01, 17:16:45, 90.52, 22.85, 33.31, 997.35, 28.57, 23.62
2022/12/01, 17:16:48, 90.19, 22.82, 33.32, 997.33, 28.54, 23.63
2022/12/01, 17:16:51, 91.81, 22.78, 33.32, 997.37, 28.50, 23.63
2022/12/01, 17:16:54, 94.10, 22.76, 33.31, 997.35, 28.48, 23.62
2022/12/01, 17:16:57, 97.52, 22.73, 33.29, 997.37, 28.45, 23.59
2022/12/01, 17:17:00, 98.93, 22.71, 33.28, 997.39, 28.43, 23.58
2022/12/01, 17:17:03, 98.94, 22.69, 33.26, 997.35, 28.41, 23.56
2022/12/01, 17:17:06, 96.63, 22.53, 33.29, 997.41, 28.25, 23.59
2022/12/01, 17:17:09, 93.74, 22.57, 33.05, 997.50, 28.29, 23.29
2022/12/01, 17:17:12, 92.97, 22.52, 32.85, 997.41, 28.24, 23.04
2022/12/01, 17:17:15, 96.51, 22.47, 33.10, 997.41, 28.19, 23.35
2022/12/01, 17:17:18, 101.97, 22.44, 33.58, 997.37, 28.16, 23.96
2022/12/01, 17:17:21, 104.67, 22.43, 33.96, 997.52, 28.15, 24.43
2022/12/01, 17:17:24, 107.77, 22.40, 34.19, 997.52, 28.12, 24.71
2022/12/01, 17:17:27, 111.23, 22.42, 34.21, 997.50, 28.14, 24.73
2022/12/01, 17:17:30, 111.93, 22.42, 34.26, 997.41, 28.14, 24.80
2022/12/01, 17:17:33, 115.18, 22.43, 34.31, 997.41, 28.15, 24.85
2022/12/01, 17:17:36, 115.96, 22.43, 34.37, 997.52, 28.15, 24.93
2022/12/01, 17:17:39, 117.94, 22.44, 34.45, 997.41, 28.16, 25.02
