Date,Time,Elapsed Seconds,Carbon Dioxide-CO&#x2082; (ppm),Carbon Dioxide-Avg. (ppm),Particulate Matter-PM10 (ug/m&#179;),Particulate Matter-PM2.5 (ug/m&#179;),Particulate Matter-PM1.0 (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Air Quality Index-AQI ,Air Quality Index-Avg. ,Pressure Barometric-Pressure (mBar),Internal Temperature-Internal Temperature (&#x2103;),Humidity-Humidity (%RH),Dew Point-Dew Point (&#x2103;),Heat Index-Heat Index (&#x2103;),Pressure Altitude-Altitude (m),Ozone-Avg. (ppb),Ozone-O&#x2083; (ppb)
,,394.00,540,661.2,20,27,29,15.2,22.9,25.2,82.3,73,993.13,24.7,34.6,8,24.1,168.8,0.4,0.5
,,395.00,539,660.9,20,27,31,15.2,22.9,25.2,82.3,73,993.18,24.7,34.6,8,24.1,168.4,0.4,-0.5
,,396.00,543,660.6,18,27,34,15.2,22.9,25.3,82.3,73,993.16,24.7,34.6,8,24.1,168.6,0.5,0.9
,,397.00,543,660.3,18,28,34,15.2,22.9,25.3,84.4,73.1,993.22,24.7,34.6,8,24.1,168.1,0.4,0.1
,,398.00,541,660,18,29,35,15.2,22.9,25.3,86.5,73.1,993.24,24.7,34.6,8,24.1,167.9,0.4,-0.2
,,399.00,542,659.7,18,29,34,15.2,22.9,25.3,86.5,73.1,993.22,24.7,34.6,8,24.1,168.1,0.4,0.3
,,400.00,543,659.4,19,31,36,15.2,23,25.4,90.7,73.2,993.2,24.7,36,8.6,24.1,168.2,0.4,0
,,401.00,546,659.2,19,31,35,15.2,23,25.4,90.7,73.2,993.18,24.7,36,8.6,24.1,168.5,0.5,0.9
,,402.00,542,658.9,19,31,35,15.2,23,25.4,90.7,73.3,993.17,24.7,36,8.6,24.1,168.5,0.4,0
,,403.00,542,658.6,20,32,36,15.2,23,25.4,92.8,73.3,993.17,24.6,34.6,8,24.1,168.5,0.4,0.4
,,404.00,539,658.3,20,31,34,15.3,23,25.4,90.7,73.3,993.19,24.6,34.6,8,24.1,168.4,0.5,1
,,405.00,541,658,20,31,34,15.3,23.1,25.5,90.7,73.4,993.14,24.6,36,8.6,24.1,168.8,0.4,-0.2
,,406.00,541,657.7,20,31,34,15.3,23.1,25.5,90.7,73.4,993.15,24.6,34.6,8,24.1,168.7,0.4,0.1
,,407.00,543,657.4,20,30,32,15.3,23.1,25.5,88.6,73.5,993.13,24.6,34.6,8,24.1,168.8,0.4,0.3
,,408.00,550,657.2,20,28,30,15.3,23.1,25.5,84.4,73.5,993.19,24.6,34.6,8,24,168.4,0.5,0.7
,,409.00,548,656.9,20,28,30,15.3,23.1,25.5,84.4,73.5,993.13,24.6,33.2,7.4,24,168.8,0.5,0.6
,,410.00,553,656.7,20,28,30,15.3,23.1,25.5,84.4,73.5,993.16,24.6,34.6,8,24,168.6,0.5,0.9
,,411.00,556,656.4,19,27,29,15.3,23.1,25.5,82.3,73.6,993.18,24.6,33.2,7.4,24,168.4,0.4,-0.3
,,412.00,554,656.2,19,28,31,15.3,23.1,25.6,84.4,73.6,993.18,24.6,34.6,8,24,168.4,0.5,0.8
,,413.00,554,655.9,19,28,31,15.4,23.2,25.6,84.4,73.6,993.2,24.6,34.6,8,24,168.3,0.4,-0.4
,,414.00,551,655.7,20,28,30,15.4,23.2,25.6,84.4,73.6,993.14,24.6,34.6,8,24,168.7,0.4,0.2
,,415.00,545,655.4,20,28,30,15.4,23.2,25.6,84.4,73.7,993.19,24.6,33.2,7.4,24,168.4,0.4,0.4
,,416.00,547,655.1,20,27,27,15.4,23.2,25.6,82.3,73.7,993.23,24.6,34.6,7.9,24,168,0.5,0.8
,,417.00,554,654.9,19,26,26,15.4,23.2,25.6,80.2,73.7,993.22,24.6,34.6,7.9,24,168.1,0.4,0.4
,,418.00,559,654.7,19,26,26,15.4,23.2,25.6,80.2,73.7,993.19,24.6,34.6,7.9,24,168.3,0.5,0.7
,,419.00,557,654.4,20,26,27,15.4,23.2,25.6,80.2,73.7,993.19,24.6,34.6,7.9,24,168.4,0.5,0.9
,,420.00,555,654.2,19,26,26,15.4,23.2,25.6,80.2,73.8,993.13,24.5,34.6,7.9,24,168.8,0.4,0.6
,,421.00,560,654,19,26,26,15.4,23.2,25.6,80.2,73.8,993.19,24.5,34.6,7.9,24,168.4,0.5,0.6
,,422.00,562,653.8,19,25,27,15.4,23.2,25.6,78.1,73.8,993.18,24.5,34.6,7.9,23.9,168.4,0.4,-0.2
,,423.00,564,653.5,20,27,29,15.5,23.2,25.6,82.3,73.8,993.15,24.5,34.6,7.9,23.9,168.7,0.5,1
,,424.00,558,653.3,20,27,29,15.5,23.2,25.6,82.3,73.8,993.15,24.5,34.6,7.9,23.9,168.7,0.5,0.7
,,425.00,553,653.1,20,27,29,15.5,23.3,25.6,82.3,73.8,993.16,24.5,36,8.5,24,168.6,0.5,0.9
,,426.00,551,652.8,18,25,27,15.5,23.3,25.6,78.1,73.9,993.04,24.5,34.6,7.9,23.9,169.6,0.4,0.3
,,427.00,555,652.6,17,25,27,15.5,23.3,25.6,78.1,73.9,993.02,24.5,34.6,7.9,23.9,169.8,0.4,-0.5
,,428.00,560,652.4,18,25,27,15.5,23.3,25.6,78.1,73.9,992.86,24.5,34.6,7.9,23.9,171.1,0.5,0.6
,,429.00,559,652.2,18,25,27,15.5,23.3,25.6,78.1,73.9,992.84,24.5,34.6,7.9,23.9,171.3,0.4,0
,,430.00,562,652,18,26,28,15.5,23.3,25.7,80.2,73.9,992.67,24.4,34.6,7.8,23.8,172.7,0.4,0.3
,,431.00,564,651.8,18,26,28,15.5,23.3,25.7,80.2,73.9,992.64,24.4,34.6,7.8,23.8,173,0.4,0.2
,,432.00,566,651.6,17,25,28,15.5,23.3,25.7,78.1,73.9,992.6,24.4,34.6,7.8,23.8,173.3,0.4,0.5
,,433.00,562,651.4,17,25,28,15.5,23.3,25.7,78.1,73.9,992.63,24.4,34.6,7.8,23.8,173.1,0.4,0.5
,,434.00,560,651.2,19,27,29,15.5,23.3,25.7,82.3,73.9,992.63,24.4,33.2,7.2,23.8,173.1,0.4,0.3
,,435.00,559,650.9,19,28,31,15.5,23.3,25.7,84.4,74,992.63,24.4,33.2,7.2,23.8,173.1,0.4,-0.2
,,436.00,560,650.7,19,28,31,15.5,23.3,25.7,84.4,74,992.6,24.4,33.2,7.2,23.8,173.3,0.4,0
,,437.00,559,650.5,19,28,31,15.5,23.3,25.7,84.4,74,992.64,24.4,33.2,7.2,23.8,173,0.4,0.5
,,438.00,558,650.3,20,29,32,15.6,23.3,25.7,86.5,74,992.63,24.4,33.2,7.2,23.8,173.1,0.4,0.3
,,439.00,553,650.1,20,29,32,15.6,23.4,25.7,86.5,74.1,992.63,24.4,33.2,7.2,23.8,173.1,0.4,0.4
,,440.00,555,649.9,20,29,32,15.6,23.4,25.8,86.5,74.1,992.61,24.4,33.2,7.2,23.8,173.3,0.4,0.4
,,441.00,557,649.7,20,29,33,15.6,23.4,25.8,86.5,74.1,992.52,24.4,33.2,7.2,23.8,174,0.4,0.2
,,442.00,557,649.5,20,28,33,15.6,23.4,25.8,84.4,74.2,992.46,24.4,33.2,7.2,23.7,174.5,0.5,0.9
,,443.00,555,649.2,20,27,32,15.6,23.4,25.8,82.3,74.2,992.5,24.4,33.2,7.1,23.7,174.2,0.4,0.5
,,444.00,551,649,20,27,32,15.6,23.4,25.8,82.3,74.2,992.49,24.4,33.2,7.1,23.7,174.2,0.4,0
,,445.00,551,648.8,20,28,32,15.6,23.4,25.8,84.4,74.2,992.54,24.3,33.2,7.1,23.7,173.9,0.4,0.3
,,446.00,555,648.6,21,28,32,15.6,23.4,25.8,84.4,74.2,992.47,24.3,33.2,7.1,23.7,174.5,0.4,0.2
,,447.00,554,648.4,21,28,32,15.6,23.4,25.9,84.4,74.3,992.45,24.3,33.2,7.1,23.7,174.6,0.5,0.9
,,448.00,550,648.2,20,27,31,15.7,23.4,25.9,82.3,74.3,992.43,24.3,33.2,7.1,23.7,174.8,0.4,0.6
,,449.00,551,647.9,20,27,31,15.7,23.5,25.9,82.3,74.3,992.41,24.3,33.2,7.1,23.7,174.9,0.4,-0.1
,,450.00,555,647.7,19,27,30,15.7,23.5,25.9,82.3,74.3,992.37,24.3,33.2,7.1,23.7,175.3,0.4,0
,,451.00,557,647.5,20,27,30,15.7,23.5,25.9,82.3,74.3,992.38,24.3,34.6,7.7,23.7,175.2,0.4,0
,,452.00,558,647.3,20,27,30,15.7,23.5,25.9,82.3,74.4,992.38,24.3,33.2,7.1,23.7,175.2,0.4,0.6
,,453.00,555,647.1,20,27,30,15.7,23.5,25.9,82.3,74.4,992.38,24.3,33.2,7.1,23.7,175.2,0.4,-0.1
,,454.00,562,647,19,28,31,15.7,23.5,25.9,84.4,74.4,992.31,24.3,33.2,7.1,23.6,175.8,0.5,0.7
,,455.00,565,646.8,19,29,34,15.7,23.5,25.9,86.5,74.4,992.3,24.3,33.2,7.1,23.6,175.8,0.4,0.5
,,456.00,562,646.6,19,29,33,15.7,23.5,26,86.5,74.4,992.3,24.3,33.2,7.1,23.6,175.9,0.5,1.1
,,457.00,562,646.4,19,31,35,15.7,23.5,26,90.7,74.5,992.3,24.3,33.2,7.1,23.6,175.9,0.4,0.4
,,458.00,562,646.2,20,32,37,15.7,23.6,26,92.8,74.5,992.27,24.3,33.2,7.1,23.6,176.2,0.5,0.7
,,459.00,557,646,19,32,37,15.8,23.6,26,92.8,74.6,992.22,24.3,33.2,7.1,23.6,176.6,0.4,-0.1
,,460.00,550,645.8,19,32,39,15.8,23.6,26.1,92.8,74.6,992.23,24.3,33.2,7.1,23.6,176.5,0.4,0.6
,,461.00,554,645.6,18,32,36,15.8,23.6,26.1,92.8,74.6,992.16,24.3,34.6,7.7,23.6,177.1,0.4,0.3
,,462.00,547,645.4,19,31,37,15.8,23.6,26.1,90.7,74.7,992.09,24.3,34.6,7.7,23.6,177.6,0.4,-0.2
,,463.00,547,645.2,20,32,37,15.8,23.6,26.1,92.8,74.7,992.07,24.3,34.6,7.7,23.6,177.8,0.5,0.9
,,464.00,549,645,20,32,37,15.8,23.7,26.1,92.8,74.7,992.01,24.2,34.6,7.6,23.6,178.3,0.4,0.6
,,465.00,553,644.8,20,32,37,15.8,23.7,26.2,92.8,74.8,992.01,24.2,34.6,7.6,23.6,178.3,0.4,0.6
,,466.00,557,644.6,20,32,38,15.8,23.7,26.2,92.8,74.8,992.02,24.2,34.6,7.6,23.6,178.3,0.4,0.4
,,467.00,557,644.4,20,32,38,15.8,23.7,26.2,92.8,74.9,992.09,24.2,34.6,7.6,23.6,177.6,0.4,0
,,468.00,559,644.2,20,32,38,15.8,23.7,26.2,92.8,74.9,992.07,24.2,34.6,7.6,23.6,177.8,0.4,0.3
,,469.00,559,644.1,20,32,37,15.8,23.8,26.3,92.8,74.9,992.06,24.2,34.6,7.6,23.6,177.9,0.4,0.2
,,470.00,551,643.9,19,31,36,15.8,23.8,26.3,90.7,75,992.02,24.2,34.6,7.6,23.6,178.2,0.5,0.6
,,471.00,549,643.7,20,32,37,15.8,23.8,26.3,92.8,75,992.01,24.2,34.6,7.6,23.6,178.3,0.4,0.4
,,472.00,555,643.5,21,32,38,15.9,23.8,26.3,92.8,75.1,992.01,24.2,34.6,7.6,23.6,178.3,0.4,0.2
,,473.00,558,643.3,21,32,38,15.9,23.8,26.4,92.8,75.1,992.01,24.2,34.6,7.6,23.6,178.3,0.4,0.3
,,474.00,562,643.1,20,32,39,15.9,23.8,26.4,92.8,75.1,992.12,24.2,34.6,7.6,23.6,177.4,0.4,-0.4
,,475.00,553,642.9,19,30,36,15.9,23.8,26.4,88.6,75.2,992.33,24.2,34.6,7.6,23.5,175.6,0.5,0.9
,,476.00,545,642.7,19,30,36,15.9,23.9,26.4,88.6,75.2,992.33,24.2,34.6,7.6,23.5,175.6,0.4,0.1
,,477.00,542,642.5,20,31,38,15.9,23.9,26.5,90.7,75.2,992.28,24.2,34.6,7.6,23.5,176.1,0.5,1
,,478.00,546,642.3,20,31,38,15.9,23.9,26.5,90.7,75.2,992.37,24.2,34.6,7.6,23.5,175.3,0.4,0.2
,,479.00,548,642.1,21,31,37,15.9,23.9,26.5,90.7,75.3,992.3,24.2,34.6,7.6,23.5,175.8,0.4,0.4
,,480.00,550,641.9,21,31,37,15.9,23.9,26.5,90.7,75.3,992.27,24.1,34.6,7.6,23.5,176.1,0.5,0.9
,,481.00,548,641.7,22,32,38,15.9,23.9,26.5,92.8,75.3,992.28,24.1,34.6,7.6,23.5,176,0.4,-0.3
,,482.00,544,641.5,22,32,38,16,24,26.6,92.8,75.4,992.3,24.1,34.6,7.5,23.5,175.9,0.4,0.3
,,483.00,541,641.3,22,32,38,16,24,26.6,92.8,75.4,992.31,24.1,34.6,7.5,23.5,175.8,0.4,0.4
,,484.00,545,641.1,22,31,37,16,24,26.6,90.7,75.5,992.35,24.1,34.6,7.5,23.5,175.5,0.5,1
,,485.00,548,640.9,23,32,38,16,24,26.6,92.8,75.5,992.26,24.1,34.6,7.5,23.5,176.2,0.4,0.4
,,486.00,550,640.7,23,32,38,16,24,26.7,92.8,75.5,992.29,24.1,34.6,7.5,23.5,176,0.4,0.4
,,487.00,553,640.6,23,32,38,16,24,26.7,92.8,75.6,992.29,24.1,34.6,7.5,23.5,176,0.4,0
,,488.00,555,640.4,23,31,35,16,24,26.7,90.7,75.6,992.36,24.1,34.6,7.5,23.5,175.4,0.4,-0.1
,,489.00,556,640.2,23,31,35,16.1,24.1,26.7,90.7,75.6,992.35,24.1,36,8.1,23.5,175.5,0.5,0.8
,,490.00,555,640,23,31,35,16.1,24.1,26.7,90.7,75.7,992.38,24.1,36,8.1,23.5,175.2,0.5,0.7
,,491.00,553,639.9,23,32,35,16.1,24.1,26.8,92.8,75.7,992.41,24.1,36,8.1,23.5,175,0.4,0
,,492.00,550,639.7,23,32,35,16.1,24.1,26.8,92.8,75.7,992.45,24.1,36,8.1,23.5,174.6,0.4,0.2
,,493.00,549,639.5,23,32,35,16.1,24.1,26.8,92.8,75.8,992.43,24.1,36,8.1,23.5,174.8,0.4,-0.2
,,494.00,547,639.3,22,32,35,16.1,24.1,26.8,92.8,75.8,992.5,24.1,36,8.1,23.5,174.1,0.4,-0.2
,,495.00,553,639.1,22,32,35,16.1,24.2,26.8,92.8,75.8,992.52,24.1,36,8.1,23.5,174,0.4,-0.2
,,496.00,555,639,22,32,34,16.1,24.2,26.8,92.8,75.9,992.6,24.1,34.6,7.5,23.4,173.3,0.4,0.1
,,497.00,561,638.8,22,32,34,16.2,24.2,26.8,92.8,75.9,992.72,24.1,34.6,7.5,23.4,172.3,0.4,0.1
,,498.00,561,638.7,22,32,34,16.2,24.2,26.9,92.8,75.9,992.72,24.1,36,8.1,23.5,172.3,0.4,0.1
,,499.00,562,638.5,22,32,35,16.2,24.2,26.9,92.8,76,992.85,24.1,34.6,7.5,23.4,171.2,0.4,-0.5
,,500.00,557,638.3,21,31,35,16.2,24.2,26.9,90.7,76,993.04,24,36,8,23.4,169.6,0.4,0.2
,,501.00,559,638.2,21,31,35,16.2,24.2,26.9,90.7,76,993.03,24,36,8,23.4,169.7,0.4,0.3
,,502.00,561,638,22,32,35,16.2,24.3,26.9,92.8,76.1,993.09,24,36,8,23.4,169.2,0.4,0
,,503.00,559,637.9,22,32,35,16.2,24.3,26.9,92.8,76.1,993.07,24,36,8,23.4,169.4,0.4,0.5
,,504.00,565,637.7,21,31,34,16.2,24.3,27,90.7,76.1,993.02,24,36,8,23.4,169.7,0.4,0.5
,,505.00,562,637.6,21,30,33,16.2,24.3,27,88.6,76.1,992.92,24,36,8,23.4,170.7,0.5,0.9
,,506.00,558,637.4,21,30,33,16.2,24.3,27,88.6,76.2,993.02,24,36,8,23.4,169.8,0.4,0.3
,,507.00,555,637.3,21,30,33,16.3,24.3,27,88.6,76.2,993.04,24,36,8,23.4,169.6,0.5,0.7
,,508.00,562,637.1,23,31,33,16.3,24.3,27,90.7,76.2,992.97,24,34.6,7.4,23.4,170.2,0.4,0.6
,,509.00,558,637,23,33,36,16.3,24.4,27,95,76.3,992.73,24,36,8,23.4,172.2,0.5,0.8
,,510.00,561,636.8,23,34,37,16.3,24.4,27,97.1,76.3,992.76,24,36,8,23.4,172,0.4,-0.3
,,511.00,558,636.6,22,34,37,16.3,24.4,27.1,97.1,76.3,992.72,24,36,8,23.4,172.3,0.4,0.1
,,512.00,556,636.5,21,33,37,16.3,24.4,27.1,95,76.4,992.81,23.9,36,8,23.3,171.6,0.4,0.5
,,513.00,559,636.3,19,31,35,16.3,24.4,27.1,90.7,76.4,992.79,23.9,36,8,23.3,171.7,0.4,0.4
,,514.00,562,636.2,19,31,36,16.3,24.4,27.1,90.7,76.4,992.85,23.9,36,8,23.3,171.2,0.4,-0.2
,,515.00,562,636.1,20,32,37,16.3,24.4,27.1,92.8,76.5,992.76,23.9,36,7.9,23.3,172,0.4,0.6
,,516.00,565,635.9,20,31,35,16.3,24.5,27.1,90.7,76.5,992.69,23.9,36,7.9,23.3,172.5,0.4,0.1
,,517.00,561,635.8,20,31,36,16.3,24.5,27.2,90.7,76.5,992.73,23.9,36,7.9,23.3,172.2,0.4,0.5
,,518.00,561,635.6,20,32,37,16.4,24.5,27.2,92.8,76.5,992.74,23.9,36,7.9,23.3,172.2,0.4,0.6
,,519.00,562,635.5,20,32,38,16.4,24.5,27.2,92.8,76.6,992.78,23.9,36,7.9,23.3,171.8,0.4,-0.3
,,520.00,567,635.4,21,32,39,16.4,24.5,27.2,92.8,76.6,992.77,23.9,36,7.9,23.3,171.9,0.5,0.9
,,521.00,562,635.2,21,34,40,16.4,24.5,27.3,97.1,76.6,992.79,23.9,36,7.9,23.3,171.8,0.4,-0.3
,,522.00,561,635.1,20,34,40,16.4,24.6,27.3,97.1,76.7,992.8,23.9,36,7.9,23.3,171.7,0.4,0
,,523.00,558,634.9,22,34,40,16.4,24.6,27.3,97.1,76.7,992.75,23.9,36,7.9,23.3,172,0.4,0.4
,,524.00,557,634.8,21,33,40,16.4,24.6,27.3,95,76.8,992.77,23.9,36,7.9,23.3,171.9,0.4,0
,,525.00,556,634.6,21,33,38,16.4,24.6,27.3,95,76.8,992.78,23.9,36,7.9,23.3,171.8,0.4,0.2
,,526.00,556,634.5,21,33,38,16.4,24.6,27.4,95,76.8,992.72,23.9,36,7.9,23.3,172.3,0.4,0.5
,,527.00,554,634.3,21,33,38,16.4,24.6,27.4,95,76.9,992.78,23.9,36,7.9,23.3,171.8,0.5,0.8
,,528.00,554,634.2,21,33,37,16.4,24.7,27.4,95,76.9,992.65,23.9,36,7.9,23.3,172.9,0.4,-0.4
,,529.00,548,634,22,33,37,16.5,24.7,27.4,95,76.9,992.67,23.9,36,7.9,23.3,172.7,0.4,0.1
,,530.00,545,633.8,22,33,37,16.5,24.7,27.4,95,77,992.65,23.9,36,7.9,23.3,172.9,0.4,0.5
,,531.00,542,633.7,20,31,36,16.5,24.7,27.5,90.7,77,992.63,23.9,36,7.9,23.3,173.1,0.5,1.1
,,532.00,545,633.5,20,31,36,16.5,24.7,27.5,90.7,77,992.64,23.9,36,7.9,23.3,173,0.4,-0.3
,,533.00,546,633.3,20,31,32,16.5,24.7,27.5,90.7,77,992.64,23.9,36,7.9,23.3,173,0.5,0.8
,,534.00,545,633.2,20,31,32,16.5,24.7,27.5,90.7,77.1,992.62,23.9,36,7.9,23.3,173.1,0.4,-0.2
,,535.00,553,633,20,31,32,16.5,24.7,27.5,90.7,77.1,992.61,23.9,36,7.9,23.3,173.2,0.5,0.8
,,536.00,550,632.9,20,30,32,16.5,24.8,27.5,88.6,77.1,992.65,23.9,37.4,8.5,23.3,172.9,0.4,-0.2
,,537.00,553,632.7,22,30,33,16.5,24.8,27.5,88.6,77.1,992.63,23.9,37.4,8.5,23.3,173.1,0.4,0
,,538.00,554,632.6,22,30,33,16.5,24.8,27.5,88.6,77.2,992.63,23.9,37.4,8.5,23.3,173.1,0.5,0.9
,,539.00,554,632.4,21,30,34,16.5,24.8,27.5,88.6,77.2,992.65,23.9,37.4,8.5,23.3,172.9,0.4,0.3
,,540.00,552,632.3,21,30,34,16.5,24.8,27.5,88.6,77.2,992.7,23.9,37.4,8.5,23.3,172.5,0.5,1
,,541.00,549,632.1,20,28,32,16.5,24.8,27.6,84.4,77.2,992.7,23.9,37.4,8.5,23.3,172.5,0.4,-0.5
,,542.00,548,632,20,28,32,16.6,24.8,27.6,84.4,77.2,992.7,23.9,37.4,8.5,23.3,172.5,0.4,0.1
,,543.00,550,631.8,21,29,33,16.6,24.8,27.6,86.5,77.2,992.68,23.9,37.4,8.5,23.3,172.6,0.4,-0.3
,,544.00,548,631.7,21,29,33,16.6,24.8,27.6,86.5,77.3,992.71,23.9,37.4,8.5,23.3,172.4,0.4,0.1
,,545.00,550,631.5,20,27,32,16.6,24.8,27.6,82.3,77.3,992.67,23.9,37.4,8.5,23.3,172.7,0.4,-0.5
,,546.00,554,631.4,20,27,32,16.6,24.8,27.6,82.3,77.3,992.69,23.9,37.4,8.5,23.3,172.5,0.4,0.1
,,547.00,554,631.2,20,27,32,16.6,24.8,27.6,82.3,77.3,992.66,23.9,37.4,8.5,23.3,172.8,0.4,0.6
,,548.00,554,631.1,20,27,32,16.6,24.8,27.6,82.3,77.3,992.7,23.9,37.4,8.5,23.3,172.5,0.5,0.8
,,549.00,557,631,20,27,32,16.6,24.8,27.6,82.3,77.3,992.7,23.9,37.4,8.5,23.3,172.5,0.4,0
,,550.00,556,630.8,20,27,32,16.6,24.8,27.6,82.3,77.3,992.76,23.9,37.4,8.5,23.3,171.9,0.4,0.3
,,551.00,557,630.7,19,27,31,16.6,24.8,27.6,82.3,77.3,992.73,23.9,37.4,8.5,23.3,172.2,0.4,0.1
,,552.00,558,630.6,19,27,31,16.6,24.8,27.6,82.3,77.3,992.71,23.9,37.4,8.5,23.3,172.4,0.5,0.8
,,553.00,546,630.4,20,29,33,16.6,24.9,27.7,86.5,77.3,992.7,23.9,37.4,8.5,23.3,172.5,0.4,-0.2
,,554.00,548,630.3,20,30,33,16.6,24.9,27.7,88.6,77.4,992.68,23.9,37.4,8.5,23.3,172.6,0.5,0.8
,,555.00,549,630.1,20,30,33,16.6,24.9,27.7,88.6,77.4,992.77,23.9,36,7.9,23.3,171.9,0.4,0.5
,,556.00,544,630,20,30,33,16.6,24.9,27.7,88.6,77.4,992.78,23.9,36,7.9,23.3,171.8,0.4,-0.2
,,557.00,544,629.8,19,30,34,16.6,24.9,27.7,88.6,77.4,992.7,23.9,36,7.9,23.3,172.4,0.4,0.6
,,558.00,545,629.7,19,30,34,16.6,24.9,27.7,88.6,77.4,992.68,23.9,36,7.9,23.3,172.6,0.4,0
,,559.00,548,629.5,21,32,36,16.7,24.9,27.7,92.8,77.5,992.7,23.9,36,7.9,23.3,172.5,0.5,1
,,560.00,546,629.4,21,32,36,16.7,24.9,27.7,92.8,77.5,992.62,23.9,36,7.9,23.3,173.2,0.4,-0.3
,,561.00,546,629.2,21,32,38,16.7,24.9,27.8,92.8,77.5,992.49,23.9,36,7.9,23.3,174.2,0.4,-0.3
,,562.00,545,629.1,21,32,38,16.7,25,27.8,92.8,77.6,992.55,23.9,34.6,7.3,23.2,173.8,0.4,0.3
,,563.00,544,628.9,20,32,38,16.7,25,27.8,92.8,77.6,992.5,23.9,34.6,7.3,23.2,174.2,0.4,-0.1
,,564.00,544,628.8,22,33,40,16.7,25,27.8,95,77.6,992.46,23.9,34.6,7.3,23.2,174.5,0.5,0.7
,,565.00,545,628.6,21,33,41,16.7,25,27.8,95,77.6,992.38,23.9,34.6,7.3,23.2,175.2,0.5,0.8
,,566.00,542,628.5,21,32,39,16.7,25,27.9,92.8,77.7,992.4,23.9,34.6,7.3,23.2,175,0.4,0.6
,,567.00,542,628.3,20,32,38,16.7,25,27.9,92.8,77.7,992.34,23.9,34.6,7.3,23.2,175.6,0.4,0.3
,,568.00,544,628.2,20,32,37,16.7,25,27.9,92.8,77.7,992.3,23.9,34.6,7.3,23.2,175.8,0.4,0.7
,,569.00,546,628,19,31,36,16.7,25,27.9,90.7,77.7,992.24,23.9,36,7.9,23.3,176.3,0.5,0.9
,,570.00,548,627.9,19,31,39,16.7,25.1,27.9,90.7,77.8,992.22,23.9,36,7.9,23.3,176.5,0.4,0.5
,,571.00,548,627.7,19,31,39,16.7,25.1,27.9,90.7,77.8,992.2,23.9,36,7.9,23.3,176.7,0.5,1
,,572.00,553,627.6,19,31,39,16.7,25.1,28,90.7,77.8,992.18,23.9,36,7.9,23.3,176.9,0.4,0.5
,,573.00,554,627.5,20,32,39,16.7,25.1,28,92.8,77.8,992.18,23.9,36,7.9,23.3,176.9,0.5,1.1
,,574.00,550,627.3,20,32,39,16.7,25.1,28,92.8,77.9,992.12,23.9,36,7.9,23.3,177.4,0.4,0.3
,,575.00,545,627.2,20,32,39,16.8,25.1,28,92.8,77.9,992.08,23.9,36,7.9,23.3,177.7,0.4,0.3
,,576.00,542,627,20,32,39,16.8,25.1,28,92.8,77.9,992.11,23.9,36,7.9,23.3,177.5,0.4,0.3
,,577.00,549,626.9,19,31,38,16.8,25.1,28.1,90.7,77.9,992.06,23.9,36,7.9,23.2,177.9,0.4,0.6
,,578.00,550,626.8,19,31,36,16.8,25.1,28.1,90.7,78,992.08,23.9,36,7.9,23.2,177.7,0.5,0.8
,,579.00,549,626.6,19,31,36,16.8,25.2,28.1,90.7,78,992.05,23.9,36,7.9,23.2,178,0.4,0.2
,,580.00,549,626.5,20,32,37,16.8,25.2,28.1,92.8,78,992.05,23.9,36,7.9,23.2,178,0.4,-0.2
,,581.00,552,626.4,20,31,35,16.8,25.2,28.1,90.7,78,992.01,23.9,36,7.9,23.2,178.4,0.4,0.3
,,582.00,545,626.2,20,31,35,16.8,25.2,28.1,90.7,78.1,991.93,23.9,36,7.9,23.2,179,0.4,0
,,583.00,549,626.1,19,29,33,16.8,25.2,28.1,86.5,78.1,991.94,23.9,36,7.9,23.2,178.9,0.4,0.3
,,584.00,545,626,20,30,33,16.8,25.2,28.1,88.6,78.1,991.92,23.8,36,7.9,23.2,179.1,0.4,0.1
,,585.00,545,625.8,20,30,33,16.8,25.2,28.1,88.6,78.1,991.91,23.8,36,7.9,23.2,179.2,0.5,0.8
,,586.00,541,625.7,20,30,30,16.8,25.2,28.1,88.6,78.1,991.81,23.8,36,7.9,23.2,180,0.4,0
,,587.00,540,625.5,20,30,30,16.8,25.2,28.2,88.6,78.1,991.76,23.8,36,7.9,23.2,180.5,0.4,-0.1
,,588.00,545,625.4,20,30,31,16.8,25.2,28.2,88.6,78.2,991.65,23.8,36,7.8,23.2,181.4,0.5,0.9
,,589.00,546,625.3,21,30,30,16.8,25.2,28.2,88.6,78.2,991.62,23.8,36,7.8,23.2,181.6,0.4,-0.1
,,590.00,552,625.2,21,30,30,16.8,25.2,28.2,88.6,78.2,991.63,23.8,36,7.8,23.2,181.6,0.5,1
,,591.00,552,625,20,30,30,16.8,25.3,28.2,88.6,78.2,991.65,23.8,36,7.8,23.2,181.4,0.4,0.4
,,592.00,548,624.9,20,30,31,16.8,25.3,28.2,88.6,78.2,991.57,23.8,36,7.8,23.2,182.1,0.4,0.2
,,593.00,550,624.8,20,30,31,16.8,25.3,28.2,88.6,78.2,991.57,23.8,36,7.8,23.2,182.1,0.4,-0.4
,,594.00,552,624.6,21,30,31,16.9,25.3,28.2,88.6,78.3,991.51,23.8,36,7.8,23.2,182.5,0.4,0.6
,,595.00,552,624.5,20,29,30,16.9,25.3,28.2,86.5,78.3,991.52,23.8,36,7.8,23.2,182.4,0.4,0.2
